ID,Role,IsReturnGoods,Level,TextId,Text,Option1,Option1ShowText,Option1Jump,Option1Mood,Option1Money,Option2,Option2ShowText,Option2Jump,Option2Mood,Option2Money,Option3,Option3ShowText,Option3Jump,Option3Mood,Option3Money,Option4,Option4ShowText,Option4Jump,Option4Mood,Option4Money,NoOptionJump,NoOptionMood,NoOptionMoney,,,,,,,,
4,4,FALSE,7,4032,还不是看到一群黑影似的东西正在偷摘你园子里种的东西！这老子能忍？直接一个熔岩吐息过去，给他们打跑了！你的东西保住了！,要不然……这次就算了吧……没关系的！（毕竟是火法师，加上旁边还有一个奇怪的东西，这次就算了吧……）,要不然……这次就算了吧……！,4016,0,,先生，您就赔偿我一个成本价就好了，没关系的……,只让他赔偿成本价,4023,1,900,不行！那片地我照顾了那么久！就这么没了！我需要更多赔偿！,索取更多赔偿,4026,1,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4016,啊……朋友……你竟然不怪我吗……,,,,,,,,,,,,,,,,,,,,,4017,0,,,,,,,,,
4,4,FALSE,7,4017,哈哈哈，我说的嘛，老板的那些草，无关紧要啦！小弟你别紧张……,,,,,,,,,,,,,,,,,,,,,4018,0,,,,,,,,,
4,4,FALSE,7,4018,你闭嘴……怎么可能不重要，那可是……灵魂之草……老板，我们不能什么都不给，你有什么需要，我们一些竭尽所能……,,,,,,,,,,,,,,,,,,,,,4019,0,,,,,,,,,
4,4,FALSE,7,4019,好好好，哥这次听你的，那老板你说吧，我们就勉强帮你做点事情！,让火焰精灵帮忙把后厨的食材处理一下，这样能省下不少炭火,让他把后厨的肉烤熟,4020,5,1200,前一阵商人留下了一块秘银锭，让火焰精灵把他炼成器具,让他帮忙锻造器具,4021,5,1400,让火焰精灵留下一颗火种，日后我也许能驱逐森林里的怪物,让他在门口点燃篝火,4022,5,1300,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4020,（仅仅几秒的时间，火焰精灵就帮你把后厨的鸡肉，牛肉全部烤熟了，不仅省去了炭火的钱，还节省了大量的时间）,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4021,（秘银锭在短短的时间内，被火焰精灵打造成了一把银质长剑，十分耀眼，看起来这把剑将来一定能卖个好价钱！）,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4022,（火焰精灵去园子门口不舍的留下了他的一滴眼泪，一束耀眼的火光熊熊燃烧着，想必以后那些森林野狼再也不敢过来园子里了！）,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4023,啊……朋友……你这么好……我觉得……你损失的……不仅仅是这些啊……放心……我会一五一十赔给你的,,,,,,,,,,,,,,,,,,,,,4024,0,,,,,,,,,
4,4,FALSE,7,4024,哎，你这老板，真没意思啊，算了，老子也不跟你计较了，不就是想要钱吗，小弟，给他就是了！,,,,,,,,,,,,,,,,,,,,,4025,0,,,,,,,,,
4,4,FALSE,7,4025,（火法师将你预估价值的金币赔给了你，但就像法师所说，你感觉你损失的，不仅仅是这些……）,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4026,啊……朋友……确实……都怪……,,,4027,,,,,,,,,,,,,,,,,,4027,0,,,,,,,,,
4,4,FALSE,7,4027,啊？！你要干什么！学会碰瓷了是不是！你这破东西才多少钱！还要我们再加东西给你！小弟，你别说话了，看我一个烈焰风暴把他的小店给……,,,4028,,,,,,,,,,,,,,,,,,4028,0,,,,,,,,,
4,4,FALSE,7,4028,（话音突然中断，火焰精灵不见了，原来你发现法师一把将他召唤回去了）,,,,,,,,,,,,,,,,,,,,,4033,,,,,,,,,,
4,4,FALSE,7,4033,抱歉……朋友……你不用理他……这精灵就这样子……朋友说的对……确实是我一手造成的……我会一五一十赔给你……另外，你看看我这有什么想要的，我竭尽所能……,先生，那您能不能送我一件小法器，这样我日后也能保护好自己和自己的小店,索要一件法器,4029,5,2000,先生，您能不能传授给我一些法术？,教我几个高阶技能,4030,0,900,先生，您能不能将您的火焰精灵交给我，我想让他来保护小店,把火焰精灵交出来,4031,0,900,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4029,（火法师将自己的火焰之心项链赠与了你，这宝贝，看着应该值不少钱吧）,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4030,（火法师犹豫了一会，跟你说明你并没有火焰天赋，去学会任何技能，随后他只赔偿了金币，便离开了）,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
4,4,FALSE,7,4031,朋友……您说笑了………我把他给您了……我就再也没法保护王国了……实在抱歉……这是赔给您的金币，我先走了……,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5001,诶，小伙子，咳咳……我是东边村里的，我听隔壁说你们这东西，卖得挺全，我就拉我的车过来了，你给我介绍介绍呗，这都有啥啊，咳咳……,大叔，您可以看一下，这些是我们卖的很好的一批草料，都是用毛球草研磨的，您看看要不要装一批回去呀？,介绍货物,5002,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5002,啊……咳咳……这个草料，看着也就一般般啊，他和我家的有啥区别啊？我家的草料我家小马吃的也不错呢……,这草料便宜，量又足，同样的价钱，您家里吃两天，我这种能吃一周呢,这草料便宜，量大,5003,5,,这草料味道独特，颜色鲜艳，营养价值也不是一般草料能比的呢 ,这草料颜色，味道出众,5003,0,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5003,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,我们这个是一袋20金币，如果您多买的话，可以给您便宜点,告知价格,5004,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5004,哦哦……这样啊……那还真是便宜啊，对了，你们这有没有优惠啊，我想多买点，可是我不确定我门口那个小车能不能装的下啊……,大爷，5袋的话100金币,5袋100金币,5005,3,,大爷，20袋300金币，便宜点卖给您,20袋300金币,5006,3,,大爷，50袋700金币，便宜点卖给您,50袋700金币,5007,3,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5005,咳咳……行，那先给我装车上吧，感觉现在重量还可以，咳咳……你这还有没有别的好东西啊……我再看看,大叔，这个是我们这特制的栅栏，不仅美观，而且安全，能够很完美的保护您的农场,展示铁栅栏,5008,3,,大叔，这个是我们这特制的镰刀，很锋利也很高效，对您的耕地工作有很大帮助呢,展示镰刀,5009,3,,大叔，这个是我们这特制的犁具，用秘银制成，您回去只需要挂在您的小马身上就好啦，谁用谁知道,展示犁具,5010,3,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5006,咳咳……行，那先给我装车上吧，诶，稍微有点重……咳咳……你这还有没有别的好东西啊……我再看看,大叔，这个是我们这特制的栅栏，不仅美观，而且安全，能够很完美的保护您的农场,展示铁栅栏,5014,3,,大叔，这个是我们这特制的镰刀，很锋利也很高效，对您的耕地工作有很大帮助呢,展示镰刀,5015,3,,大叔，这个是我们这特制的犁具，用秘银制成，您回去只需要挂在您的小马身上就好啦，谁用谁知道,展示犁具,5016,3,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5007,咳咳……行，那先给我装车上吧，诶，稍微有点重……咳咳……你这还有没有别的好东西啊……我再看看,大叔，这个是我们这特制的栅栏，不仅美观，而且安全，能够很完美的保护您的农场,展示铁栅栏,5020,3,,大叔，这个是我们这特制的镰刀，很锋利也很高效，对您的耕地工作有很大帮助呢,展示镰刀,5021,3,,大叔，这个是我们这特制的犁具，用秘银制成，您回去只需要挂在您的小马身上就好啦，谁用谁知道,展示犁具,5022,3,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5008,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,大爷，这个是400金币,400金币,5011,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5009,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,大爷，这个是200金币,200金币,5012,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5010,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,大爷，这个是700金币,700金币,5013,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5011,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,500,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5012,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,300,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5013,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,800,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5014,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,大爷，这个是400金币,400金币,5017,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5015,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,大爷，这个是200金币,200金币,5018,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5016,啊……挺好挺好……那你这个是怎么卖的啊……咳咳,大爷，这个是700金币,700金币,5019,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5017,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,700,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5018,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,500,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5019,哎哟……不错不错，我的车刚好装满了，真的是多一点东西都不行了呢，那我先走了，谢谢你啊，小伙子，咳咳……,,,,,1000,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5020,啊……这个也不错……也不错……这个多少钱啊……咳咳,大爷，这个是400金币,400金币,5023,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5021,啊……这个也不错……也不错……这个多少钱啊……咳咳,大爷，这个是200金币,200金币,5024,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5022,啊……这个也不错……也不错……这个多少钱啊……咳咳,大爷，这个是700金币,700金币,5025,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5023,哎哟……不错不错……诶，等等，我的车好像装不下这个了呀，咳咳……小伙子对不起啦，这个我下次再来买吧……,,,,,700,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5024,哎哟……不错不错，还能装的下，而且还有一些空位……没关系，等下次我再来吧，谢谢小伙子啊，咳咳……,,,,,900,,,,,,,,,,,,,,,,,0,,,,,,,,,
5,5,FALSE,3,5025,哎哟……不错不错……诶，等等，我的车好像装不下这个了呀，咳咳……小伙子对不起啦，这个我下次再来买吧……,,,,,700,,,,,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6001,你好，请问……这里有卖药的吗……哎……或者说医生之类的……,您好啊，药是有的，但是不知道您想要哪种,有的，请问您要哪种？,6002,0,,您看起来气色不太好……请问，您这边是遇到了什么情况呢？不妨跟我讲讲？,您遇到什么困难了？,6010,5,,抱歉，我们这里没有什么药，建议您去东部小镇那边找找医生吧,抱歉，您去看医生吧,6011,0,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6002,哎……有药吗？！！你就把所有的都给我拿出来……我看看吧……,一共大概就是这几种，您看看需要哪些，都是由我们这珍贵材料制成的呢,展示药品,6003,0,,呃，朋友，建议您先给我讲讲您的情况，我再卖给你药，好吗？,先询问情况,6010,5,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6003,哎……这个……灵魂之心胶囊，治疗心脏疑难杂症……这个真的能有用吗！感觉应该可以……给我包装一下吧,好的，给您包装好了，对了，我们这还有一个秘制膏药，您要不要再看看呢？,继续展示秘制膏药,6004,0,,好的，给您包装完毕了，希望能治好您的病，慢走啦,包装好了，您慢走,6012,0,500,朋友，这个药暂时不能卖给你，之前有人预定了……实在抱歉啊,找个理由拒绝,6007,0,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6004,哎……这个是……毛球草软膏……治疗四肢无力……我就是这个症状呀！感觉应该也行……那这个我也要了……,好的！两个药都给您包好了，但是您不看看这个吗？这个可是我们这独有的，很多人吃了都解决了失眠的问题呢！,继续展示冰草含片,6005,0,,好的，给您包装完毕了，希望能治好您的病，慢走啦,包装好了，您慢走,6012,0,900,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6005,哎……这又是……冰草含片……治疗失眠，促进睡眠，这…………,,,,,,,,,,,,,,,,,,,,,6006,0,,,,,,,,,
6,6,FALSE,5,6006,哎……确实……我这几天天天都在失眠……这个我也要了，太好了……谢谢你！！希望我回去吃完可以变好！,好的，给您包装完毕了，希望能治好您的病，慢走啦,好的，您慢走,6012,1,1200,,,,,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6007,哎……预定了吗…………可是……那样我的病就好不了了……我难道要死了吗……,好吧，朋友那我破格把这个卖给你吧！后面遇到问题我自己处理就好，真的希望你可以快点好起来,破例卖给她,6009,0,,抱歉……真的没法卖给您……您去别处看看吧,找个理由拒绝,6008,0,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6008,（对方受到刺激后，抢了胶囊就直接跑远了，你尝试去追，但后面顾客已经等不及了，你只好放弃）,,,,,-200,,,,,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6009,哎……真的吗！那太好啦！,好的，给您包装完毕了，希望能治好您的病，慢走啦,好的，您慢走,6012,,500,,,,,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6010,哎………就是觉得自己得了一种怪病，最近变的乏力疲倦……感觉路都走不动了，我听朋友说你这边有好东西，就赶过来了……,这样的呀，我这边确实是有一些药，但都是治疗一些常见病的，不知道能不能帮到你,确实有一些药……,6003,1,,朋友，您的病我没有遇到过，我也不敢轻易给你卖药，不如你去东部小镇去找医生看看，怎么样？,抱歉……还是建议您去看看医生,6011,1,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6011,哎……连这里，也不行吗……哎……好吧……我已经走了半个大陆了……东边小镇的医生，真的有用吗……,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
6,6,FALSE,5,6012,（对方高兴地走掉了，不也不确定这些药物对她有没有用）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,FALSE,9,7001,哎呀~终于到了~这就是那个小店？乔治，去看看里面什么情况~,哇，这不是伯爵大人吗，您怎么来了，快请坐！您想喝点什么？,热烈欢迎,7002,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7002,哎呀~不必了不必了，不用这么客气~况且这次我来呢~也不是想买什么东西~就是想告诉你一件事~,,,,,,,,,,,,,,,,,,,,,7003,0,,,,,,,,,
7,7,FALSE,9,7003,具体的事情呢~就是有人之前给我们写了封举报信，说你的小店有出售违禁的物品~来你说说吧，这是什么情况呀~,伯爵大人，我店里真的不可能有什么违禁品的，我可以请您搜一遍，如果有的话，我可以为这个事情负责！,否认违禁物品，任凭搜查,7004,0,,伯爵大人，我店里怎么可能会有那些东西呢，我都是卖一些日常必需品呀，肯定是那个人造假了！,一定是举报的人有问题！,7011,3,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7004,哎哟哟~小伙子~不承认是吧？那乔治你去搜搜他们这~看看有没有什么可疑的东西~有的话我看他还能说什么~,伯爵大人，小店不可能有什么可疑的东西的！,任凭搜查,7005,0,,伯爵大人，我觉得不必了，是我自己没记清楚，嘿嘿，您看看怎么处理好吧,制止,7010,3,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7005,（经过几分钟的搜查，伯爵发现了你店里的灵魂香草以及黑色的锅铲和一些黑色物质）,,,,,,,,,,,,,,,,,,,,,7006,0,,,,,,,,,
7,7,FALSE,9,7006,哎呀呀！！这是什么~你来说说~小伙子还想骗我哦~而且违禁品是次要的~这些黑色物质你难道不知道是什么！还不主动汇报给我？！！,伯爵大人！一定是有人陷害我！我真的不知道黑色物品来自哪里啊！,一定是有人陷害我！,7007,0,-800,伯爵大人，刚才确实是我的错，然后这些黑色物质，我确实不知道是什么呀，您看看能不能原谅小弟一次，这些香草全部送给您，嘿嘿,把灵魂香草送给他，请求原谅,7008,5,-200,伯爵大人，刚才确实是我的错，这些金币，是我的一点心意，您看能不能放过小弟一马，嘿嘿,给他一些钱，试图请求原谅,7009,0,-1000,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7007,好啊~还不承认是吧~那这个罚款单送给你哦~顺便提醒下~如果你一周内还不管不顾的话~你的小店就别想要了~,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7008,好啊你小子~（闻了闻灵魂香草）嗯~行吧~在下也不是非得找你麻烦~但你私藏这些黑色物质的行为，还是要罚的哦~,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7009,好啊你小弟~你觉得我缺你这点钱吗~还敢贿赂我！这个罚款单送你~外加了贿赂行为的罚款哦~顺便提醒下~一周之内还不管的话~你的小店就别想要了哦~,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7010,嗯~还算你小子懂事~看在这个份上就少罚你点吧~这个罚款单送给你哦~顺便提醒下~如果你一周内还不管不顾的话~你的小店就别想要了~,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7011,哎呀呀~造假？怎么可能呢~你看看~这是举报者给我寄过来的小票凭证~这不是写着“售出灵魂香草10株“，你说说这怎么假了~,伯爵大人，一定是这个小票是人伪造的，然后来陷害到我这里！,这个小票是伪造的！,7012,0,,伯爵大人，我店里真的不可能有什么违禁品的，我可以请您搜一遍，如果有的话，我可以为这个事情负责！,我的店里不可能存在这种东西！,7004,0,,伯爵大人，我自己承认错误，确实我这里有一些不该有的东西，我愿意接受惩罚……,确实是真的，我愿意接受惩罚,7010,3,-500,,,,,,,0,,,,,,,,,
7,7,FALSE,9,7012,哎呀呀~你看看上面打印的东西呀~你不会眼神不好吧？~去哪伪造呀~怎么~是你老实交代~还是我去搜搜看啊~,伯爵大人，小店不可能有什么可疑的东西的！,任凭搜查,7005,0,,伯爵大人，我觉得不必了，是我自己没记清楚，嘿嘿，您看看怎么处理好吧,制止,7010,5,-500,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9001,………………,先生，请问您需要什么？（这位客人看着神神秘秘的，他到底是来干什么的呢？）,先生？,9002,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9002,哼，你这个是个小店是吧？（这个先生看起来怪怪的，看起来是想调查什么）,是的呀，抱歉……请问您需要什么呢？,是的，我是店员,9003,0,,是的呀，是我的小店，但请问您为什么这么问呢？,为什么这么问？,9021,3,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9003,哼，你觉得我想知道什么？,您不会是想知道关于【黑色物质】的事情？,【黑色物质】,9004,5,,您难道是想了解店里有什么宝贝？,店里有什么好东西,9017,0,,您难道是想了解冰火法师的事情？,关于法师的事情,9020,0,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9004,哼，还算你小子明白，那我直接问你，你最近有没有见到过带黑色物质的东西？,我确实有见到过，不过我不知道他有什么作用……,有见过，现在就在我的店里,9005,5,,抱歉……我不知道您说的黑色物质是什么,抱歉，没有见过,9016,0,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9005,嗯？是些什么东西，拿出来给我看看？,这些是之前客人到我这里来退掉的货物，他们上面都沾染着这些黑色的东西……大概就是这样吧……,拿出黑色锅铲和黑色羽毛,9006,5,,抱歉……是我自己记错了……那些黑色应该是我前几天摘草时不小心弄脏的,找个借口不出示,9015,0,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9006,果然啊……连这么小的羽毛，都可以沾染吗……,那能问您一下，这些黑色的东西，是干什么用的吗？它们已经存在很久了,这些东西是干什么用的？,9007,3,,请问，为什么说这么小的羽毛都可以沾染？,羽毛有什么特殊的地方？,9013,3,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9007,哼，首先，感谢你信任我，我叫埃辛，我最近在调查黑色物质的事情,,,,,,,,,,,,,,,,,,,,,9008,0,,,,,,,,,
9,9,FALSE,8,9008,我说直接一点，这些黑色物质，是异界的入侵者投放到我们世界里的，一旦这些物质遍布大陆一定数量，我们的世界就危险了,呃……怎么会这样？那我们现在该怎么办？,那我们现在怎么办,9009,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9009,哼，其实我也不知道该怎么办，我现在唯一知道的，就是入侵者在完成这个条件后，要亲自举行一个【仪式】，但具体，我还需要继续调查,朋友，如果有什么需要我做的，尽管和我说，我会尽我的全力帮助你！,我相信你！,9010,5,,原来如此……听起来是这么的神秘……,原来如此……,9011,3,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9010,哼，你小子还不傻，再次谢谢你信任我，其实我也不用你做什么，我唯一要告诉你的话就是：【相信你相信的人】,,,,,,,,,,,,,,,,,,,,,9012,0,,,,,,,,,
9,9,FALSE,8,9011,哼，朋友，不管怎样还是要谢谢你给我展示这些东西，时间紧迫，我继续去调查了，我这里唯一要告诉你的话就是：【相信你相信的人】,,,,,,,,,,,,,,,,,,,,,9012,0,,,,,,,,,
9,9,FALSE,8,9012,【相信你相信的人】，这个神秘人又是谁呢？他会不会就是入侵者？算了，先暂时不管他吧……,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9013,我这么跟你说吧，这么黑色物质，是异界入侵者投放到我们世界的，一旦这些物质遍布大陆一定数量，我们的世界就危险了,,,,,,,,,,,,,,,,,,,,,9014,0,,,,,,,,,
9,9,FALSE,8,9014,我之所以说羽毛，是因为，再小，再纯净的东西，都会被他沾染,呃……怎么会这样？那我们现在该怎么办？,那我们现在怎么办,9009,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9015,好吧好吧，既然这样，我就去别处了，最后奉劝你一句，不要轻易相信任何人，或者说，可疑的人,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9016,哼，没见过是吧，好吧，我不知道你是不是在骗我，但我想告诉你的是，你最好把实话告诉我，这关系到很大的事情,抱歉，刚才太警惕了，这些东西就在我的店里,承认见过,9005,3,,抱歉先生，我真的没有见到过,真的没有见过,9015,0,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9017,哼，果然是个傻子啊，你觉得我需要你店里的破烂？,您难道是想了解冰火法师的事情？,关于法师的事情,9018,0,,您不会是想知道关于黑色物质的事情？,黑色物质,9019,5,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9018,好吧好吧，你既然想要敷衍我，那我觉得我们也没什么可以聊得了，最后奉劝你一句，不要轻易相信任何人，或者说，可疑的人,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9019,哼，还算你小子明白，那我直接问你，你最近有没有见到过带黑色物质的东西？,我确实有见到过，不过我不知道他有什么作用……,有见过，现在就在我的店里,9005,3,,抱歉先生，我真的没有见到过,抱歉，没有见过,9016,0,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9020,哼，果然是个傻子啊，我知道那些蠢货的事情干嘛？,您难道是想了解店里有什么宝贝？,店里有什么好东西,9018,0,,您不会是想知道关于黑色物质的事情？,黑色物质,9019,3,,,,,,,,,,,,,0,,,,,,,,,
9,9,FALSE,8,9021,哼，我跟你直说吧，你的店里，有没有最近看到过一些带颜色的东西，或者说是，沾染,您不会是想知道关于黑色物质的事情？,【黑色物质】,9019,5,,抱歉先生，我真的没有见到过,抱歉，没有见过,9016,0,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10001,先生你好，请问您有时间吗，我们能聊两句吗？,有人有人，来啦（这个客人看起来怪怪的，感觉像是一位旅客，想和我私下聊聊）先生请问，您有什么事情？,当然有时间，您有什么事情？,10002,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10002,啊……其实我也没什么事情，就是想看看你这里的货，您能否带我转转？,好啊，要不然我带你去地下的仓库瞧瞧货物？,去地下仓库聊聊,10003,3,,好啊，我带你去门口的院子逛逛吧，看看我们这的招牌货物,去门口院子逛逛,10003,1,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10003,先生，谢谢你明白我的意思，我长话短说，我叫泰姆斯，我想跟您说一件事情，您可能不会相信，但我必须告诉您：【我来自未来】,什么？来自未来？怎么可能有这种事？你是怎么做到的？,你是怎么做到的？,10004,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10004,怎么做到的……这就说来话长了，简短的说，我是一名旅客，那天我和朋友们去北域的海上航行，刮起了暴风雨……,,,,,,,,,,,,,,,,,,,,,10017,,,,,,,,,,
10,10,FALSE,10,10017,我们的船翻了，我晕了过去，当我觉得我要死了的时候，一个传送门出现在我面前……,这……难以置信，然后你走了进去？之后又发生了什么呢？,然后你走了进去？,10005,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10005,是的，当时的我饥饿无比又疲惫，我别无选择，但我进去之后，我看到的，确实噩梦一般的景象……,天啊……能问一下那景象具体是什么吗？,你看到了什么？,10006,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10006,我看到的是一个过程，具体说的话，是这个大陆未来几个月的变化，而我就像一个旁观视角一样，却不能做什么,,,,,,,,,,,,,,,,,,,,,10018,,,,,,,,,,
10,10,FALSE,10,10018,东部王国覆灭，王子死亡，国王出兵……以及一片乌泱泱的…………黑色,朋友，听完你说的这些，我很震惊，但是我还是不敢去相信……你怎么证明你真的穿越了？确定不是一个梦或者是魔法？,你怎么证明你说的是真的？,10007,2,,这……先生，我恐怕不太能接受，而且，我也不明白，为什么您一定要和我说？,为什么我必须知道这些？,10010,2,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10007,诶……我理解朋友，我之前跟谁说这些，他们都觉得我疯了，但我知道，我看到的是真的……恐怖的景象,,,10008,,,,,,,,,,,,,,,,,,10008,0,,,,,,,,,
10,10,FALSE,10,10008,如果您不信的话，我可以告诉您在下周二的午时，东部王国的城堡围墙将会布满黑色，随后国王会出兵侦查，但我并不想等到那时候了！我现在务必要跟你说明情况！,这……先生，我恐怕不太能接受，而且，我也不明白，为什么您一定要和我说？,为什么我必须知道这些？,10009,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10009,因为……我知道您这里有【黑色物质】,你？你说什么？黑色物质？你是怎么知道的？,你是怎么知道的？,10011,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10010,因为……我知道您这里有【黑色物质】,你？你说什么？黑色物质？你是怎么知道的？,你是怎么知道的？,10014,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10011,自从我第一次进入那个传送门后，我发现这个旁观视角可以一遍遍的执行，就像时间倒流一样，于是我看到了大陆上发生的一切，包括您这里……,好吧……我可以理解成……时空穿梭？可是那我们现在怎么办？,所以，现在该怎么办？,10012,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
10,10,FALSE,10,10012,我观察到……未来会有一些可疑的人来你这里索要一些信息或者物品,,,,,,,,,,,,,,,,,,,,,10019,,,,,,,,,,
